"prioridade";"recomendacao";"esforco";"prontidao_atual";"volume_12m";"tabela";"categoria";"nome_atual";"nome_sugerido";"qtd_derivados";"derivados";"qtd_perguntas";"qtd_bloqueadores";"frases_exemplo";"justificativa";"sys_id"
"alta";"conversacional_com_ajustes";"medio";"55";"1038";"x_nasm_finance_case";"Reembolso e prestação de contas";"Dúvidas sobre Reembolso Corporativo e Prestação de Contas";"Tirar dúvida sobre reembolso e prestação de contas";"0";"";"11";"3";"meu reembolso ainda não caiu, o que aconteceu? | tenho dúvida sobre a prestação de contas | como funciona o adiantamento de viagem? | fiz um depósito devolvendo o adiantamento, como identifico? | preciso cancelar a capa do lote | dúvida reembolso";"Alto volume e intenção única (tirar dúvida), com um processo principal e três select boxes de subtipo com o mesmo label. Não há bloqueador. Com labels distintos, a descrição preenchida (hoje vazia) e remoção dos scripts, fica bem conversacional. O ramo de conciliação bancária (dados de depósito) é quase um ""informar depósito"", mas pode ficar aqui.";"9e05bc511b38a514a530426fe54bcbdf"
"alta";"dividir";"alto";"25";"1027";"x_nasm_finance_case";"Reembolso e prestação de contas para FV";"Realizar reembolso e prestação de contas";"Realizar reembolso e prestação de contas (dividir em 4)";"4";"Prestar contas de cartão corporativo | Prestar contas de adiantamento | Solicitar reembolso de despesas | Prestar contas de verba evento ou verba mês (força de vendas)";"0";"5";"preciso prestar contas | quero pedir reembolso de despesas";"Item de alto volume com 34 perguntas, 18 UI policies e 9 scripts de limpeza. Ele junta processos diferentes por público: administrativo (adiantamento, cartão corporativo, reembolso) e força de vendas (cartão corporativo, verba evento, verba mês, verba mês GV, reembolso de despesas de transferência). Separando por processo, cada item fica com 6 a 14 perguntas e o LLM acerta a intenção pela frase do usuário.";"249ca6031b702950d1abda4ce54bcb63"
"alta";"dividir";"medio";"30";"997";"x_nasm_hr_case";"Assistência médica e odontológica";"Atendimento Saúde";"Atendimento do plano de saúde e odontológico";"6";"Solicitar carta do plano de saúde para viagem internacional | Autorização de procedimento no plano de saúde | Reembolso do plano de saúde | Inscrição no Programa Gestante | Manter filho universitário no plano de saúde | Dúvidas sobre o plano de saúde e odontológico";"0";"2";"preciso de uma carta do plano para viagem | meu reembolso do médico | o plano não autorizou minha cirurgia | dúvida sobre coparticipação";"Não há bloqueador duro, mas são 29 perguntas (acima do limite de 20, abre janela) e o select v_what_is_the_subject_of_your_request agrupa 11 assuntos com perguntas totalmente diferentes (carta de viagem, autorização de procedimento, reembolso, programa gestante, extensão de dependente universitário etc.). Vários assuntos são só informativos (labels de coparticipação, carteirinha, check-up) e deveriam ser respondidos por KB. Dividir nos assuntos que geram trabalho e deixar um item de dúvidas gerais.";"c93db36a1bbfd194a530426fe54bcb02"
"alta";"dividir";"medio";"40";"961";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Solicitação de Baixa de Titulo e Abertura de Débito";"Baixa de título e abertura de débito";"2";"Solicitar baixa de títulos | Solicitar abertura de débito";"0";"3";"preciso dar baixa em títulos | abrir débito para consultora";"O item junta duas intenções opostas, escolhidas por request_type (do set Describe2, exibido só neste item por um client script com sys_id fixo): baixa de títulos (planilha de títulos) e abertura de débito (categoria multa/débito indevido, motivo e template próprio). Com 961 chamados/ano, cada ramo tem volume e sentido próprios, e o nome de cada derivado casa com o que o usuário pede.";"31ca83d11b3b1d14a530426fe54bcbbb"
"alta";"conversacional_com_ajustes";"medio";"45";"896";"x_nasm_hr_case";"Dúvidas, dúvidas, reclamações ou sugestões";"Dúvidas, consultas, reclamações ou sugestões sobre benefícios";"Tirar dúvida ou reclamar sobre benefícios (América Hispânica)";"0";"";"5";"0";"tengo una duda sobre mi prepaga | quiero reclamar por el seguro de vida | cómo agrego a mi hijo a la obra social? | dúvida sobre o benefício de alimentação | sugerencia sobre los beneficios | no me aparece el reintegro del gimnasio";"Maior volume do grupo hispânico, sem bloqueadores. As perguntas próprias são poucas (motivo, categoria, subcategoria, detalhe); o que atrapalha são os scripts onLoad que escondem campos, a validação de 40 caracteres e a falta de descrição que o separe do formulário brasileiro de benefícios.";"343924291bc09a50514cbaef4b4bcbcf"
"alta";"conversacional_com_ajustes";"medio";"45";"799";"x_nasm_ptp_case";"Pagamentos";"Adiantamento de Pagamento ao Fornecedor";"Solicitar adiantamento de pagamento a fornecedor";"0";"";"11";"1";"preciso adiantar um pagamento para o fornecedor | fornecedor pediu 30% antecipado | adiantamento total do contrato antes da entrega | pagar antecipado o pedido 4500012345 | solicitar adiantamento em dólar para fornecedor internacional";"Volume alto (799) e intenção única. Todas as 27 perguntas vêm de sets, o que passa do limite de 20; mas o solicitante, o tipo de solicitação e os dados cadastrais do fornecedor (código e CNPJ/CUIT/RUC) podem ser derivados, e as 8 variantes de subempresa aparecem uma por vez. O set 'EY VS - Variable Adiantamento Fornecedor' é específico deste item e precisa de labels em pt-BR, ordem lógica e câmbio condicionado à moeda.";"2bedd8701be16950d1abda4ce54bcbc6"
"alta";"conversacional_com_ajustes";"medio";"35";"778";"x_nasm_hr_case";"Controle de Jornada";"Solicitação de Reembolso do Ponto Eletrônico";"Solicitar correção retroativa do ponto eletrônico";"0";"";"6";"3";"esqueci de bater o ponto semana passada | preciso corrigir meu ponto do mês passado | o relógio de ponto não registrou minha entrada | ajuste retroativo de ponto | minha marcação de saída do dia 5 está errada";"Alto volume e intenção clara (corrigir marcação retroativa do ponto), mas com 22 perguntas (acima do limite de 20, abre janela) por causa do set '(+)Adicionar Colaborador' que repete os mesmos 8 campos para um segundo colaborador. Removendo esse set da conversa, o item cai para cerca de 7 perguntas. O nome 'Reembolso' confunde com reembolso financeiro.";"1bd0c1041b006dd4a530426fe54bcbaf"
"alta";"conversacional_com_ajustes";"medio";"40";"768";"x_nasm_ptp_case";"HUB de Pagamentos";"Solicitar criação de pagamento manual e ITP";"Solicitar pagamento manual ou ITP (taxas e juros)";"0";"";"14";"4";"preciso fazer um pagamento manual para um fornecedor | pagar juros e multa de um boleto atrasado | abrir ITP de taxas | o jurídico pediu um pagamento de acordo | pagamento internacional sem pedido de compra | pagamento manual rateado entre centros de custo";"Volume alto (768) e intenção única, mas 25 perguntas (acima de 20) e vários campos que são só espelho do beneficiário ou do aprovador (CNPJ, código SAP, e-mail) via lookup com reference qualifier scriptado. Há policies 'Resolver View' marcando campos como read-only sempre, o que faria a conversa pular perguntas, e atributos de referência a fx_currency colados por engano em variáveis de texto/data. Limpando derivados e policies, fica bem abaixo de 20 perguntas.";"c15bef711bdde110a530426fe54bcbc0"
"alta";"conversacional_com_ajustes";"baixo";"30";"721";"x_nasm_hr_case";"Controle de Jornada";"Informações ou dúvidas relacionadas à Controle de Jornada";"Dúvidas sobre controle de jornada e ponto";"0";"";"3";"2";"dúvida sobre meu banco de horas | como funciona hora extra no fim de semana | qual a regra de intervalo de almoço | minha escala está errada | tenho uma dúvida sobre jornada de trabalho";"Item genérico de alto volume, bloqueado só pelas variáveis Custom de busca contextual (contextual_search_results com macro/widget e ai_search_assist com widget), que não têm função na conversa porque a VA já faz busca. Removendo-as da conversa e ajustando descrição (hoje '.') e labels, o item fica com 3 perguntas.";"2def243d1bd42550d1abda4ce54bcbae"
"alta";"conversacional_com_ajustes";"baixo";"65";"708";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Aprovar reembolsos diários por país";"Solicitar programação de pagamento de reembolsos";"0";"";"4";"1";"preciso programar o pagamento dos reembolsos de hoje | aprovar reembolsos do dia para o Peru | enviar lista de reembolsos para pagamento | tenho 30 reembolsos para consultoras, como programo? | programação de pagamento de reembolso em pesos";"Item enxuto (4 perguntas próprias + empresa/sub-empresa do set), alto volume e sem bloqueador. Falta nome e descrição que um usuário diria, labels em pt-BR e tratar a lista de pagamentos como anexo final. A UI Policy de obrigatoriedade aponta para variáveis que não existem no item (v_which_country_is_the_refund_for, select_the_approver).";"7e680bf31bc8a51cd1abda4ce54bcb7f"
"alta";"conversacional_com_ajustes";"medio";"40";"708";"x_nasm_hr_case";"Dúvidas, dúvidas, reclamações ou sugestões";"Dúvidas, consultas, reclamações ou sugestões relacionadas à Remuneração";"Tirar dúvida ou reclamar sobre salário e pagamentos (América Hispânica)";"0";"";"4";"1";"no me llegó el sueldo completo | tengo una duda con mi recibo de sueldo | quero reclamar de um desconto no meu salário | cuándo pagan la liquidación final? | consulta sobre un anticipo de sueldo | me pagaron mal las horas extra";"Alto volume no catálogo hispânico e sem bloqueadores, mas passa do limite de 20 perguntas por causa do set pessoal e depende de GlideAjax para mostrar a subcategoria. Ocultando os derivados do set e simplificando legendas e validações, a conversa fica com 4 ou 5 perguntas.";"5a4445e23b809210924d0247f4e45a9d"
"alta";"conversacional_com_ajustes";"medio";"35";"630";"x_nasm_hr_case";"Frota";"Solicitações relacionadas à Frota";"Solicitar serviço ou reembolso da frota";"0";"";"6";"3";"quero reembolso do combustível do carro da empresa | preciso pedir manutenção do veículo corporativo | reembolsar despesas da frota de março | solicitação para o carro da empresa | lançar gastos do veículo";"Volume alto (630 em 12 meses) e poucas perguntas próprias, mas bloqueado por 4 client scripts sem VA Supported (lembrete e mensagem de erro traduzidos). Tipo e subcategoria vêm de uma tabela de regras por elegibilidade, então dividir quebraria essa lógica guiada por dados; o melhor é limpar scripts, remover legendas e dar nome e descrição claros.";"b6b5e07a3b355210924d0247f4e45a73"
"alta";"dividir";"medio";"35";"576";"x_nasm_finance_case";"Viagens Corporativas e Táxi";"Informações de Táxis e Viagens Corporativas";"Táxi e viagens corporativas";"3";"Solicitar relatório de uso de táxi ou viagens corporativas | Tirar dúvidas sobre táxi ou viagens corporativas | Alterar aprovador de centro de custo ou PEP para táxi e viagens";"0";"3";"informações sobre táxi corporativo";"v_what_is_the_demand_for_the_call mistura três intenções: pedir relatório de uso de táxi/viagem, tirar dúvida sobre o processo (táxi ou viagem) e trocar o responsável/aprovador de centro de custo ou PEP. Cada uma tem perguntas próprias e volume relevante. Há um GlideAjax para preencher a matrícula que pode virar auto-populate, e 4 Rich Text com instruções que não chegam ao LLM.";"dc3fe5771b00651cd1abda4ce54bcbba"
"alta";"conversacional_com_ajustes";"medio";"50";"572";"x_nasm_hr_case";"Outras Licenças";"Outras solicitações de licença";"Solicitar outras licenças";"0";"";"6";"2";"Vou me casar e preciso da licença | Faleceu meu avô, como informo a licença por luto? | Quero informar licença por mudança de casa | Preciso de licença para fazer uma prova da faculdade | licencia por examen | doei sangue hoje, tenho direito a folga";"Alto volume e intenção única (informar uma licença que não é maternidade nem paternidade), com poucas perguntas próprias: tipo de licença, datas, detalhe e anexo. O que pesa é o set pessoal (21 perguntas no total), o mínimo de 40 caracteres via client scripts e o anexo obrigatório condicionado por script. Com Validation Regex e anexo no fim da conversa, fica com 5 perguntas.";"290911003b501250924d0247f4e45a0e"
"alta";"manter_formulario";"baixo";"15";"557";"x_nasm_hr_case";"Previdência Privada";"Adesão, Alteração ou Não Adesão da Previdência Privada";"Aderir, alterar ou não aderir à previdência privada (Nossaprev)";"0";"";"1";"2";"Quero aderir à previdência privada | Como aumento minha contribuição na Nossaprev? | Não quero participar do plano de previdência | mudar percentual da previdência | quero entrar na nossaprev | alterar contribuição adicional da previdência";"O pedido depende de assinatura eletrônica (variável Custom com widget EY:Show_Signature, validada no onSubmit) e de vários termos legais que o colaborador precisa ler e aceitar (LGPD, pessoa politicamente exposta, Lei 14.803, regime de tributação). Os textos longos são Rich Text Labels que não chegam ao LLM, então a conversa perderia o conteúdo que dá validade ao aceite. O volume é alto, então a prioridade é o item ser encontrado e aberto pelo link.";"c090328d1bc83d10a530426fe54bcbe2"
"alta";"conversacional_com_ajustes";"medio";"45";"528";"x_nasm_hr_case";"Férias";"Solicitar Cancelamento de Férias Programadas";"Cancelar férias programadas no ADP";"0";"";"4";"2";"quero cancelar minhas férias | preciso cancelar as férias que marquei no ADP | cancelar férias do meu funcionário | desmarcar férias aprovadas | não vou mais tirar férias em março, como cancelo?";"Intenção única e clara, com bom volume (528 em 12 meses). O bloqueio é um client script onSubmit com inspeção de DOM para exigir anexo, além de descrição vazia ('.') e campos de identificação que podem ser derivados. Com anexo OOB e auto-populate, a conversa fica em 3–4 perguntas.";"f12b20081b482dd4a530426fe54bcb40"
